0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.04897959183673469,0.2336065573770492,0.38306451612903225,0.48616600790513836,0.5036496350364964,0.5204460966542751,0.5272727272727272,0.5298245614035088,0.5218855218855218,0.4967741935483871,0.4968553459119497,0.5030674846625767,0.5106382978723404,0.5044510385756676,0.5058479532163743,0.49712643678160917,0.4928774928774929,0.49291784702549574,0.4859550561797753,0.48732394366197185,0.484593837535014,0.48333333333333334,0.48760330578512395,0.4889502762430939,0.48626373626373626,0.4794520547945205,0.4821917808219178,0.47554347826086957,0.4823848238482385,0.4810810810810811,0.5013550135501355,0.5054054054054054,0.5081081081081081,0.5065963060686016,0.49612403100775193,0.49104859335038364,0.46153846153846156,0.3958762886597938,0.3587360594795539,0.3247863247863248,0.3073170731707317,0.2962382445141066,0.2848575712143928,0.27873563218390807,0.27019498607242337,0.26180836707152494,0.2609853528628495,0.2545454545454545,0.24069478908188585,0.22630331753554503,0.220162224797219,0.21689497716894976,0.21674311926605505,0.22146118721461186,0.22491349480968859,0.23130841121495327,0.22172949002217296,0.21940463065049615,0.2139689578713969,0.20624303232998886,0.20594965675057209,0.21034077555816685,0.21739130434782608,0.21604938271604937,0.21419518377693283,0.21801566579634465,0.22601839684625494,0.21891891891891893,0.2203626220362622,0.20534458509142053,0.20520231213872833,0.20674486803519063,0.20644216691068815,0.213089802130898,0.20414673046251994,0.1986754966887417,0.17857142857142858,0.1689419795221843,0.1705989110707804,0.16110019646365423,0.15950920245398773,0.18580375782881003,0.21475054229934923,0.22144522144522144,0.22279792746113988,0.2532981530343008,0.2734375,0.2926208651399491,0.2898550724637681,0.28314606741573034,0.2854122621564482,0.28964059196617337,0.2793522267206478,0.275390625,0.26765799256505574,0.2680221811460259,0.266173752310536,0.27340823970037453,0.266304347826087,0.26608695652173914,0.26058631921824105,0.2548076923076923,0.2450532724505327,0.24005891016200295,0.23142857142857143,0.23631123919308358,0.239067055393586,0.24153166421207659,0.23782234957020057,0.2347949080622348,0.24079320113314448,0.23578363384188628,0.24172661870503598,0.2553191489361702,0.25413533834586466,0.26738794435857804,0.29180327868852457,0.30098684210526316,0.289922480620155,0.2958860759493671,0.3148148148148148,0.33214285714285713,0.34953271028037386,0.3657587548638132,0.3825910931174089,0.38276553106212424,0.3902439024390244,0.40764331210191085,0.40638297872340423,0.40384615384615385,0.4012738853503185,0.40563991323210413,0.4060475161987041,0.40948275862068967,0.4064516129032258,0.4126637554585153,0.42376681614349776,0.4298642533936652,0.42369020501138954,0.4191343963553531,0.42117117117117114,0.41950113378684806,0.4072398190045249,0.4134831460674157,0.40979955456570155,0.41501103752759383,0.42572062084257206,0.42105263157894735,0.4246575342465753,0.418013856812933,0.41299303944315546,0.41043083900226757,0.41797752808988764,0.40939597315436244,0.3978021978021978,0.40298507462686567,0.4012605042016807,0.39828693790149894,0.39740820734341253,0.40765765765765766,0.41627906976744183,0.4231678486997636,0.4289044289044289
