0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04411764705882353,0.09558823529411764,0.14338235294117646,0.24632352941176472,0.33088235294117646,0.41544117647058826,0.48161764705882354,0.5882352941176471,0.625,0.6690909090909091,0.6920289855072463,0.7355072463768116,0.7689530685920578,0.8014440433212996,0.8237410071942446,0.8453237410071942,0.8705035971223022,0.8880866425992779,0.9057971014492754,0.9169675090252708,0.9316546762589928,0.9316546762589928,0.931899641577061,0.935251798561151,0.9214285714285714,0.9181494661921709,0.9252669039145908,0.9359430604982206,0.9293286219081273,0.9326241134751773,0.916083916083916,0.9192982456140351,0.9128919860627178,0.9027777777777778,0.9097222222222222,0.9037800687285223,0.8873720136518771,0.8839590443686007,0.8779661016949153,0.8686868686868687,0.8642384105960265,0.8675496688741722,0.8766666666666667,0.8708609271523179,0.8737541528239202,0.8787878787878788,0.8633333333333333,0.8686868686868687,0.86,0.8695652173913043,0.8716216216216216,0.8858131487889274,0.8982456140350877,0.9084507042253521,0.9285714285714286,0.9316546762589928,0.920863309352518,0.9388489208633094,0.9424460431654677,0.946236559139785,0.9392857142857143,0.9252669039145908,0.9219858156028369,0.8873239436619719,0.8802816901408451,0.8846153846153846,0.8923611111111112,0.8754325259515571,0.8807017543859649,0.8652482269503546,0.8636363636363636,0.8487972508591065,0.8595890410958904,0.847972972972973,0.847457627118644,0.8191126279863481,0.8116438356164384,0.8116438356164384,0.8156996587030717,0.8503401360544217,0.8469387755102041,0.8424657534246576,0.8448275862068966,0.8282828282828283,0.7967213114754098,0.7774193548387097,0.7707006369426752,0.7546583850931677,0.7476635514018691,0.7160493827160493,0.725,0.7241379310344828,0.7115987460815048,0.710691823899371,0.6896551724137931,0.6791277258566978,0.678125,0.675,0.6520376175548589,0.6257861635220126,0.6363636363636364,0.6335403726708074,0.6257668711656442,0.5963302752293578,0.5778443113772455,0.5529411764705883,0.5395894428152492,0.5261627906976745,0.5029239766081871,0.47941176470588237,0.41002949852507375,0.27596439169139464,0.21364985163204747,0.13056379821958458,0.05847953216374269,0.023121387283236993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014005602240896359,0.033707865168539325,0.04456824512534819,0.06442577030812324,0.0700280112044818,0.07242339832869081,0.08587257617728532,0.10863509749303621,0.125,0.18413597733711048,0.2457627118644068,0.3002832861189802,0.32954545454545453,0.36079545454545453,0.4147727272727273,0.4659090909090909,0.4943502824858757,0.5267605633802817,0.5603448275862069,0.5942028985507246,0.6167146974063401,0.6175637393767706,0.6314285714285715,0.6384180790960452,0.6386554621848739,0.6608695652173913,0.6676384839650146,0.6715542521994134,0.6647058823529411,0.6755952380952381,0.6987951807228916,0.7275541795665634,0.7360248447204969,0.7453416149068323,0.7623456790123457,0.7632398753894081,0.7721518987341772,0.7817589576547231,0.8087248322147651,0.8607142857142858,0.8607142857142858,0.8678571428571429,0.8556338028169014,0.8321917808219178,0.8093645484949833,0.8154362416107382,0.8039867109634552,0.8249158249158249,0.8322147651006712,0.8217821782178217,0.8084415584415584,0.8064516129032258,0.8115015974440895,0.8295819935691319,0.8274760383386581,0.8387096774193549,0.8972602739726028,0.9003436426116839,0.886986301369863,0.8931034482758621,0.8927335640138409,0.8934707903780069,0.8637873754152824,0.8675496688741722,0.888135593220339,0.88,0.8576051779935275,0.8322784810126582,0.8590163934426229,0.8996539792387543,0.9100346020761245,0.8885135135135135,0.8945578231292517,0.9010238907849829,0.8976109215017065,0.9137931034482759,0.9163763066202091,0.9125874125874126,0.9003436426116839,0.903114186851211,0.90625,0.90625,0.9078014184397163,0.8936170212765957,0.8869257950530035,0.8666666666666667,0.8701754385964913,0.8776223776223776,0.8715277777777778,0.8683274021352313,0.8469750889679716,0.8478260869565217,0.8381294964028777,0.8345323741007195,0.8321428571428572,0.8262411347517731
